age,gender,met,duration,frequency,weekly_met,label
21,1,8.0,20,5,800.0,Moderate
46,0,8.0,30,3,720.0,Moderate
59,1,6.0,45,4,1080.0,Active
26,0,3.0,60,3,540.0,Light
64,0,4.0,20,2,160.0,Sedentary
46,0,8.0,60,6,2880.0,Very Active
64,1,5.0,20,7,700.0,Moderate
40,1,3.0,30,1,90.0,Sedentary
23,0,6.0,60,4,1440.0,Active
63,0,1.5,20,3,90.0,Sedentary
48,1,1.2,45,2,108.0,Sedentary
64,0,1.2,30,6,216.0,Sedentary
37,0,3.0,20,5,300.0,Light
42,1,4.0,20,5,400.0,Light
34,1,6.0,20,4,480.0,Light
28,1,6.0,45,5,1350.0,Active
73,1,7.0,20,3,420.0,Light
39,1,7.0,20,1,140.0,Sedentary
60,1,7.0,30,2,420.0,Light
21,1,9.0,45,3,1215.0,Moderate
54,0,1.5,20,2,60.0,Sedentary
51,0,7.0,30,5,1050.0,Active
52,1,3.0,20,5,300.0,Light
39,0,10.0,45,2,900.0,Moderate
61,1,3.5,60,2,420.0,Light
60,1,6.0,45,6,1620.0,Very Active
38,1,2.0,20,4,160.0,Sedentary
34,1,7.0,20,5,700.0,Moderate
50,1,8.0,20,6,960.0,Moderate
69,1,10.0,20,6,1200.0,Active
33,0,2.5,20,5,250.0,Sedentary
51,0,3.0,60,3,540.0,Moderate
69,0,0.9,60,5,270.0,Light
61,1,3.8,45,5,855.0,Moderate
47,1,6.0,30,3,540.0,Moderate
46,0,5.5,60,4,1320.0,Active
48,0,3.0,30,5,450.0,Light
70,0,7.0,30,6,1260.0,Active
56,0,2.0,60,1,120.0,Sedentary
26,1,9.0,45,7,2835.0,Very Active
63,0,2.0,60,2,240.0,Light
62,1,3.3,20,6,396.0,Light
47,0,8.0,30,3,720.0,Moderate
32,1,6.0,60,6,2160.0,Very Active
30,1,3.0,30,2,180.0,Sedentary
23,0,9.5,20,2,380.0,Light
32,0,5.0,20,4,400.0,Light
42,1,9.5,20,7,1330.0,Active
74,0,8.0,45,4,1440.0,Active
41,1,3.0,60,7,1260.0,Active
63,1,6.0,20,1,120.0,Sedentary
65,1,3.8,30,5,570.0,Moderate
38,0,1.2,60,7,504.0,Light
39,0,3.5,45,3,472.5,Light
58,0,8.0,20,6,960.0,Moderate
70,0,8.0,45,2,720.0,Moderate
72,1,1.5,20,7,210.0,Sedentary
47,0,9.5,20,5,950.0,Moderate
59,0,2.5,30,3,225.0,Sedentary
74,0,4.0,45,6,1080.0,Active
57,1,3.0,30,6,540.0,Moderate
72,0,8.0,20,3,480.0,Moderate
49,0,2.0,20,7,280.0,Light
26,0,3.0,30,5,450.0,Light
48,0,7.0,60,6,2520.0,Very Active
64,0,3.5,30,1,105.0,Sedentary
65,1,2.0,60,3,360.0,Light
18,1,2.0,45,5,450.0,Light
24,0,3.8,20,5,380.0,Light
48,0,3.3,20,4,264.0,Light
64,1,1.5,60,7,630.0,Moderate
44,0,6.0,30,5,900.0,Moderate
64,1,1.3,20,6,156.0,Sedentary
27,1,3.0,60,6,1080.0,Moderate
43,1,7.0,60,5,2100.0,Very Active
35,0,3.0,45,7,945.0,Moderate
72,1,5.5,60,2,660.0,Moderate
75,1,6.0,30,1,180.0,Sedentary
39,1,4.0,45,4,720.0,Moderate
22,1,1.5,20,5,150.0,Sedentary
66,0,1.2,20,1,24.0,Sedentary
28,1,9.0,30,7,1890.0,Active
70,1,5.0,30,4,600.0,Moderate
40,1,9.0,20,7,1260.0,Active
43,1,9.0,30,6,1620.0,Active
38,0,3.0,30,2,180.0,Sedentary
53,0,8.0,60,3,1440.0,Active
50,1,6.0,30,7,1260.0,Active
41,0,2.0,30,4,240.0,Sedentary
37,0,4.0,60,6,1440.0,Active
29,0,8.0,30,5,1200.0,Moderate
30,0,3.0,60,3,540.0,Light
33,1,2.0,45,6,540.0,Light
43,0,7.3,20,6,876.0,Moderate
55,0,3.0,30,7,630.0,Moderate
75,1,8.0,45,3,1080.0,Active
50,0,3.8,45,4,684.0,Moderate
52,1,6.0,45,4,1080.0,Active
68,0,3.8,60,1,228.0,Light
46,1,3.0,60,2,360.0,Light
29,1,3.8,30,2,228.0,Sedentary
20,0,4.0,30,1,120.0,Sedentary
63,1,1.3,20,4,104.0,Sedentary
26,0,9.0,45,7,2835.0,Very Active
61,0,3.5,20,4,280.0,Light
58,0,1.5,60,1,90.0,Sedentary
21,1,8.0,60,6,2880.0,Very Active
19,0,1.5,20,2,60.0,Sedentary
20,0,5.5,45,3,742.5,Moderate
39,1,8.0,60,4,1920.0,Very Active
51,0,6.0,20,4,480.0,Light
18,0,9.5,30,6,1710.0,Active
56,1,3.3,20,5,330.0,Light
57,1,5.0,60,1,300.0,Light
26,0,3.0,30,2,180.0,Sedentary
68,0,7.0,30,3,630.0,Moderate
33,1,10.0,45,3,1350.0,Active
48,0,6.0,60,2,720.0,Moderate
39,1,4.0,45,2,360.0,Light
35,1,9.0,20,6,1080.0,Moderate
50,0,9.5,30,1,285.0,Light
29,1,3.0,45,2,270.0,Sedentary
54,0,8.0,20,5,800.0,Moderate
19,0,2.5,20,3,150.0,Sedentary
27,0,3.3,45,1,148.5,Sedentary
29,0,0.9,30,4,108.0,Sedentary
56,0,3.8,45,5,855.0,Moderate
50,1,7.0,45,5,1575.0,Active
74,0,9.5,20,5,950.0,Active
33,0,7.0,60,1,420.0,Light
46,1,3.5,60,4,840.0,Moderate
19,0,6.0,45,7,1890.0,Active
24,0,8.0,20,5,800.0,Moderate
65,1,6.0,45,7,1890.0,Very Active
27,0,10.0,30,6,1800.0,Active
23,0,8.0,45,6,2160.0,Very Active
45,1,3.3,45,4,594.0,Moderate
57,1,5.5,20,6,660.0,Moderate
50,0,3.3,45,1,148.5,Sedentary
51,0,2.5,20,6,300.0,Light
37,1,10.0,20,3,600.0,Moderate
39,0,2.5,45,3,337.5,Light
22,0,3.8,60,6,1368.0,Active
48,0,8.0,30,2,480.0,Light
72,1,3.3,30,7,693.0,Moderate
52,0,2.0,20,3,120.0,Sedentary
43,0,8.0,20,5,800.0,Moderate
51,1,7.0,60,4,1680.0,Active
40,1,0.9,30,7,189.0,Sedentary
75,1,1.2,60,3,216.0,Sedentary
66,0,8.0,30,1,240.0,Light
75,0,2.0,30,6,360.0,Light
66,0,3.0,20,7,420.0,Light
47,1,6.0,30,2,360.0,Light
35,1,2.5,60,2,300.0,Light
63,1,10.0,30,3,900.0,Moderate
67,0,10.0,20,4,800.0,Moderate
21,0,2.0,30,7,420.0,Light
24,0,7.3,30,7,1533.0,Active
19,0,1.5,45,3,202.5,Sedentary
43,0,7.0,20,4,560.0,Moderate
29,1,9.5,20,6,1140.0,Moderate
49,1,1.2,30,3,108.0,Sedentary
52,1,7.0,30,1,210.0,Sedentary
26,0,6.0,20,1,120.0,Sedentary
50,0,0.9,60,6,324.0,Light
27,0,8.0,60,3,1440.0,Active
42,1,3.5,30,1,105.0,Sedentary
51,0,9.0,20,1,180.0,Sedentary
71,1,4.0,45,7,1260.0,Active
48,0,1.3,45,6,351.0,Light
64,1,9.0,20,1,180.0,Sedentary
73,0,7.0,45,4,1260.0,Active
40,1,2.0,45,5,450.0,Light
69,0,2.5,60,2,300.0,Light
65,0,6.0,30,5,900.0,Moderate
52,1,3.5,20,3,210.0,Sedentary
25,1,2.5,30,7,525.0,Light
60,0,6.0,30,1,180.0,Sedentary
26,0,7.0,30,3,630.0,Moderate
48,0,3.3,30,6,594.0,Moderate
60,1,2.0,60,2,240.0,Light
36,0,2.0,30,4,240.0,Sedentary
75,1,0.9,45,7,283.5,Light
60,0,4.0,45,3,540.0,Moderate
58,0,6.0,30,4,720.0,Moderate
69,0,0.9,20,3,54.0,Sedentary
66,1,6.0,20,1,120.0,Sedentary
29,1,3.0,20,7,420.0,Light
29,0,3.0,20,1,60.0,Sedentary
27,0,1.5,60,1,90.0,Sedentary
49,1,0.9,20,2,36.0,Sedentary
35,1,8.0,45,3,1080.0,Moderate
36,1,9.5,30,6,1710.0,Active
41,0,4.0,60,6,1440.0,Active
20,1,7.0,30,1,210.0,Sedentary
34,0,1.5,45,1,67.5,Sedentary
66,1,3.5,60,1,210.0,Sedentary
52,1,7.3,45,4,1314.0,Active
57,1,3.0,30,1,90.0,Sedentary
30,1,1.5,60,2,180.0,Sedentary
27,1,0.9,45,3,121.5,Sedentary
58,1,8.0,20,1,160.0,Sedentary
25,0,7.0,30,7,1470.0,Active
40,0,8.0,60,6,2880.0,Very Active
50,1,2.0,60,3,360.0,Light
27,0,3.0,30,1,90.0,Sedentary
37,1,6.0,45,6,1620.0,Active
22,1,10.0,45,1,450.0,Light
58,1,2.0,30,7,420.0,Light
70,0,4.0,60,4,960.0,Active
38,0,10.0,30,5,1500.0,Active
58,0,2.0,45,7,630.0,Moderate
52,0,8.0,60,2,960.0,Moderate
47,0,1.5,20,7,210.0,Sedentary
57,0,2.5,45,2,225.0,Sedentary
53,0,3.8,45,2,342.0,Light
23,1,8.0,20,5,800.0,Moderate
36,0,10.0,20,6,1200.0,Active
44,1,1.2,60,6,432.0,Light
61,1,8.0,20,3,480.0,Moderate
26,0,10.0,45,4,1800.0,Active
24,0,7.0,20,2,280.0,Sedentary
24,1,2.8,60,4,672.0,Moderate
27,0,7.3,30,2,438.0,Light
20,1,7.0,30,3,630.0,Moderate
27,0,7.0,45,2,630.0,Moderate
43,0,2.5,60,3,450.0,Light
72,0,1.5,30,5,225.0,Light
62,0,8.0,20,7,1120.0,Active
74,1,5.5,60,6,1980.0,Very Active
30,0,4.0,45,2,360.0,Light
43,0,10.0,20,3,600.0,Moderate
28,0,6.0,20,5,600.0,Light
70,1,3.0,20,6,360.0,Light
45,1,4.0,20,4,320.0,Light
50,1,1.5,30,5,225.0,Sedentary
67,1,1.5,45,7,472.5,Moderate
65,1,0.9,20,1,18.0,Sedentary
34,1,6.0,60,6,2160.0,Very Active
55,1,1.5,20,3,90.0,Sedentary
21,1,8.0,60,7,3360.0,Very Active
31,1,2.5,20,5,250.0,Sedentary
25,1,8.0,20,6,960.0,Moderate
23,0,7.3,60,2,876.0,Moderate
47,1,2.8,60,7,1176.0,Active
29,1,6.0,60,5,1800.0,Active
47,1,0.9,60,7,378.0,Light
22,1,10.0,60,7,4200.0,Very Active
67,1,5.5,45,4,990.0,Active
54,0,7.3,60,7,3066.0,Very Active
49,1,3.8,45,2,342.0,Light
27,1,8.0,60,3,1440.0,Active
59,1,2.5,45,3,337.5,Light
21,0,10.0,45,3,1350.0,Active
70,1,10.0,45,4,1800.0,Very Active
49,1,8.0,20,6,960.0,Moderate
35,0,1.5,20,5,150.0,Sedentary
72,0,7.0,45,7,2205.0,Very Active
45,1,6.0,20,7,840.0,Moderate
45,1,8.0,45,6,2160.0,Very Active
67,1,3.5,60,7,1470.0,Active
20,0,5.5,60,2,660.0,Moderate
75,1,5.0,30,5,750.0,Moderate
28,0,1.5,45,3,202.5,Sedentary
60,0,5.0,60,6,1800.0,Very Active
66,1,6.0,20,6,720.0,Moderate
55,0,1.5,45,5,337.5,Light
50,0,1.5,45,5,337.5,Light
66,1,6.0,60,2,720.0,Moderate
22,0,7.0,20,1,140.0,Sedentary
44,0,3.0,30,3,270.0,Sedentary
71,0,3.3,20,1,66.0,Sedentary
35,1,8.0,45,7,2520.0,Very Active
43,1,9.5,20,2,380.0,Light
26,0,6.0,30,1,180.0,Sedentary
23,1,3.0,30,3,270.0,Sedentary
46,1,8.0,45,7,2520.0,Very Active
63,1,10.0,20,5,1000.0,Active
44,0,7.0,30,7,1470.0,Active
38,1,1.2,30,1,36.0,Sedentary
36,1,2.0,30,2,120.0,Sedentary
54,0,7.0,20,5,700.0,Moderate
31,1,8.0,45,1,360.0,Light
66,1,9.0,30,2,540.0,Moderate
28,1,7.0,30,3,630.0,Moderate
45,0,1.5,20,1,30.0,Sedentary
27,1,9.0,30,1,270.0,Sedentary
72,1,7.3,20,7,1022.0,Active
46,1,5.0,20,1,100.0,Sedentary
71,1,3.0,30,5,450.0,Moderate
68,1,3.0,45,7,945.0,Active
19,0,1.3,30,1,39.0,Sedentary
39,0,6.0,45,2,540.0,Light
49,1,4.0,60,2,480.0,Light
26,0,4.0,30,7,840.0,Moderate
32,1,1.5,20,7,210.0,Sedentary
57,0,3.5,20,5,350.0,Light
32,0,3.0,20,7,420.0,Light
26,0,3.8,30,4,456.0,Light
23,0,7.0,30,4,840.0,Moderate
39,0,9.0,30,5,1350.0,Active
26,1,0.9,60,5,270.0,Sedentary
40,1,8.0,30,1,240.0,Sedentary
29,0,2.0,45,7,630.0,Moderate
49,0,2.0,30,4,240.0,Sedentary
36,0,2.0,30,2,120.0,Sedentary
25,1,8.0,60,4,1920.0,Active
42,1,7.0,45,1,315.0,Light
28,0,9.5,20,5,950.0,Moderate
52,0,2.8,45,2,251.99999999999997,Sedentary
73,1,7.0,20,5,700.0,Moderate
39,0,8.0,60,4,1920.0,Very Active
48,1,4.0,30,6,720.0,Moderate
71,1,2.8,20,3,168.0,Sedentary
52,0,3.5,20,4,280.0,Light
61,0,7.0,20,2,280.0,Light
34,0,2.5,30,4,300.0,Light
21,1,3.0,45,7,945.0,Moderate
50,1,8.0,30,1,240.0,Sedentary
41,0,1.2,45,6,324.0,Light
62,1,3.8,45,3,513.0,Moderate
29,1,2.5,30,5,375.0,Light
24,1,7.3,45,6,1971.0,Active
33,1,4.0,60,5,1200.0,Active
37,1,1.5,20,5,150.0,Sedentary
61,0,4.0,30,5,600.0,Moderate
57,1,0.9,20,3,54.0,Sedentary
56,0,7.0,45,2,630.0,Moderate
33,0,3.5,20,3,210.0,Sedentary
39,1,6.0,20,2,240.0,Sedentary
36,1,4.0,60,3,720.0,Moderate
37,0,8.0,45,3,1080.0,Moderate
39,0,5.0,30,4,600.0,Moderate
30,0,8.0,60,5,2400.0,Very Active
36,0,5.5,20,1,110.0,Sedentary
26,1,7.0,60,7,2940.0,Very Active
56,0,7.0,45,7,2205.0,Very Active
27,1,10.0,30,1,300.0,Sedentary
44,1,1.2,20,4,96.0,Sedentary
46,1,2.0,30,3,180.0,Sedentary
39,0,3.0,60,3,540.0,Light
66,1,2.0,60,3,360.0,Light
61,0,2.5,45,6,675.0,Moderate
70,1,9.5,20,7,1330.0,Active
29,0,4.0,60,5,1200.0,Moderate
70,1,1.3,45,3,175.5,Sedentary
25,1,2.5,45,4,450.0,Light
68,1,3.5,45,7,1102.5,Active
37,1,7.3,60,4,1752.0,Active
34,0,2.8,60,7,1176.0,Active
61,1,2.5,30,7,525.0,Moderate
20,0,6.0,20,6,720.0,Moderate
31,1,7.0,20,7,980.0,Moderate
48,1,8.0,30,7,1680.0,Active
55,1,2.0,45,5,450.0,Light
18,0,8.0,45,7,2520.0,Very Active
25,0,10.0,45,1,450.0,Light
21,0,7.0,60,3,1260.0,Active
43,0,7.0,60,7,2940.0,Very Active
22,1,8.0,20,4,640.0,Moderate
39,1,1.3,60,5,390.0,Light
67,1,6.0,45,6,1620.0,Very Active
53,0,6.0,20,2,240.0,Sedentary
26,0,1.5,20,3,90.0,Sedentary
31,0,3.8,20,6,456.0,Light
61,0,3.0,45,3,405.0,Light
74,1,1.2,30,2,72.0,Sedentary
64,0,9.0,60,1,540.0,Moderate
20,1,0.9,20,5,90.0,Sedentary
24,1,7.3,20,4,584.0,Light
26,0,2.8,60,3,504.0,Light
68,0,5.5,30,6,990.0,Active
30,1,2.5,20,4,200.0,Sedentary
32,0,3.8,30,2,228.0,Sedentary
23,1,3.0,20,1,60.0,Sedentary
72,0,4.0,60,7,1680.0,Very Active
19,0,9.5,60,1,570.0,Light
38,0,2.8,20,6,336.0,Light
50,1,6.0,60,6,2160.0,Very Active
24,1,8.0,45,4,1440.0,Active
29,0,6.0,45,5,1350.0,Active
24,1,8.0,20,5,800.0,Moderate
71,0,2.0,60,3,360.0,Light
26,0,4.0,20,1,80.0,Sedentary
54,0,7.0,30,1,210.0,Sedentary
37,1,3.5,30,3,315.0,Light
70,1,9.0,20,7,1260.0,Active
44,1,6.0,45,4,1080.0,Moderate
19,1,8.0,20,3,480.0,Light
20,1,5.5,45,6,1485.0,Active
21,0,3.0,60,5,900.0,Moderate
75,1,2.8,20,1,56.0,Sedentary
63,0,9.5,30,3,855.0,Moderate
64,0,2.5,30,2,150.0,Sedentary
74,1,8.0,45,3,1080.0,Active
21,0,2.0,60,7,840.0,Moderate
42,0,7.0,20,7,980.0,Moderate
18,0,4.0,20,2,160.0,Sedentary
35,1,3.0,30,5,450.0,Light
39,1,6.0,60,7,2520.0,Very Active
24,0,9.0,45,3,1215.0,Moderate
73,1,6.0,20,1,120.0,Sedentary
64,1,8.0,45,5,1800.0,Very Active
30,0,7.3,45,4,1314.0,Active
31,0,6.0,30,3,540.0,Light
41,1,6.0,20,4,480.0,Light
28,1,9.0,30,2,540.0,Light
56,1,5.0,20,6,600.0,Moderate
56,0,7.0,30,3,630.0,Moderate
26,0,7.0,60,7,2940.0,Very Active
29,1,2.0,30,1,60.0,Sedentary
63,1,2.8,20,6,336.0,Light
31,1,5.0,60,4,1200.0,Active
64,1,9.0,45,4,1620.0,Very Active
26,0,4.0,60,3,720.0,Moderate
36,1,1.5,30,2,90.0,Sedentary
48,0,8.0,20,5,800.0,Moderate
65,1,9.5,45,7,2992.5,Very Active
31,1,4.0,30,2,240.0,Sedentary
48,1,4.0,60,3,720.0,Moderate
25,1,8.0,20,2,320.0,Light
51,0,10.0,45,3,1350.0,Active
71,0,8.0,20,4,640.0,Moderate
26,0,10.0,20,5,1000.0,Moderate
60,1,5.5,20,6,660.0,Moderate
43,0,2.0,60,6,720.0,Moderate
56,0,4.0,20,7,560.0,Moderate
71,0,10.0,45,2,900.0,Active
65,0,10.0,60,7,4200.0,Very Active
44,0,3.0,45,1,135.0,Sedentary
40,1,3.0,45,3,405.0,Light
31,1,3.5,45,4,630.0,Moderate
53,0,6.0,60,4,1440.0,Active
35,0,4.0,30,5,600.0,Moderate
32,0,1.3,30,3,117.0,Sedentary
69,0,10.0,45,1,450.0,Light
61,1,2.0,45,4,360.0,Light
37,0,3.0,60,1,180.0,Sedentary
32,1,3.3,30,3,297.0,Light
46,0,7.0,45,1,315.0,Light
70,0,1.2,60,3,216.0,Sedentary
44,1,4.0,45,6,1080.0,Moderate
65,1,2.0,60,3,360.0,Light
57,1,7.0,30,2,420.0,Light
58,1,4.0,60,3,720.0,Moderate
21,0,10.0,45,2,900.0,Moderate
20,1,4.0,60,5,1200.0,Moderate
54,1,3.5,30,1,105.0,Sedentary
40,0,4.0,20,2,160.0,Sedentary
45,1,3.0,45,2,270.0,Light
58,0,2.0,60,5,600.0,Moderate
24,1,9.0,45,4,1620.0,Active
67,1,2.8,20,2,112.0,Sedentary
36,0,7.0,60,6,2520.0,Very Active
37,0,3.8,45,4,684.0,Moderate
19,0,3.8,60,5,1140.0,Moderate
58,1,6.0,45,6,1620.0,Very Active
35,1,6.0,20,4,480.0,Light
50,0,2.0,30,5,300.0,Light
50,1,9.0,45,4,1620.0,Active
59,1,10.0,60,4,2400.0,Very Active
38,1,5.0,60,1,300.0,Light
52,0,8.0,30,2,480.0,Light
64,1,3.0,60,2,360.0,Light
63,1,6.0,30,2,360.0,Light
34,0,1.2,30,1,36.0,Sedentary
25,0,5.5,30,4,660.0,Moderate
19,0,1.2,60,1,72.0,Sedentary
70,0,1.5,45,5,337.5,Light
30,1,6.0,60,7,2520.0,Very Active
60,1,8.0,20,1,160.0,Sedentary
68,1,3.5,60,4,840.0,Moderate
67,1,3.5,60,6,1260.0,Active
31,0,3.0,45,3,405.0,Light
29,0,9.5,20,6,1140.0,Moderate
66,0,1.3,20,6,156.0,Sedentary
22,0,9.5,20,5,950.0,Moderate
59,1,9.5,60,5,2850.0,Very Active
21,0,3.5,30,4,420.0,Light
49,1,4.0,60,2,480.0,Light
59,1,7.0,45,1,315.0,Light
57,0,3.3,45,5,742.5,Moderate
57,1,5.5,20,2,220.0,Sedentary
20,0,10.0,30,7,2100.0,Very Active
30,0,2.0,45,5,450.0,Light
40,1,6.0,20,3,360.0,Light
71,1,2.8,60,7,1176.0,Active
18,0,4.0,30,5,600.0,Light
56,0,6.0,30,4,720.0,Moderate
46,0,6.0,20,7,840.0,Moderate
23,0,9.5,20,3,570.0,Light
21,1,9.0,60,4,2160.0,Very Active
57,1,4.0,45,5,900.0,Moderate
74,1,9.0,45,6,2430.0,Very Active
33,1,3.5,20,7,490.0,Light
35,1,6.0,60,1,360.0,Light
50,1,2.5,45,7,787.5,Moderate
24,0,7.0,45,4,1260.0,Active
63,1,7.0,30,6,1260.0,Active
52,1,3.0,20,6,360.0,Light
73,1,2.5,30,2,150.0,Sedentary
41,0,3.8,45,5,855.0,Moderate
41,0,6.0,20,4,480.0,Light
35,0,6.0,45,4,1080.0,Moderate
38,0,3.5,20,7,490.0,Light
21,1,3.8,30,4,456.0,Light
73,1,1.5,60,5,450.0,Moderate
20,1,10.0,30,5,1500.0,Active
66,1,7.0,45,2,630.0,Moderate
71,1,6.0,60,5,1800.0,Very Active
36,1,4.0,45,4,720.0,Moderate
69,0,3.5,45,5,787.5,Moderate
71,1,1.5,20,2,60.0,Sedentary
45,0,7.0,60,3,1260.0,Active
32,0,0.9,45,6,243.0,Sedentary
26,0,2.8,45,3,377.99999999999994,Light
22,0,3.0,45,5,675.0,Moderate
26,1,3.5,45,6,945.0,Moderate
47,0,3.0,60,2,360.0,Light
43,1,6.0,30,7,1260.0,Active
31,1,2.5,45,3,337.5,Light
50,0,7.0,30,7,1470.0,Active
48,1,1.5,60,6,540.0,Moderate
62,1,4.0,45,3,540.0,Moderate
41,0,3.5,45,5,787.5,Moderate
65,0,10.0,45,3,1350.0,Active
63,0,6.0,20,7,840.0,Moderate
20,1,8.0,20,5,800.0,Moderate
37,0,6.0,60,7,2520.0,Very Active
62,0,9.0,60,4,2160.0,Very Active
49,0,2.0,45,4,360.0,Light
46,1,3.8,45,7,1197.0,Active
67,0,6.0,30,3,540.0,Moderate
42,1,2.5,45,6,675.0,Moderate
72,0,8.0,45,5,1800.0,Very Active
61,0,10.0,20,2,400.0,Light
46,0,4.0,20,1,80.0,Sedentary
30,1,1.5,60,5,450.0,Light
50,0,7.0,30,3,630.0,Moderate
25,1,1.3,20,7,182.0,Sedentary
23,0,2.5,60,4,600.0,Light
62,1,3.0,30,3,270.0,Light
68,1,1.3,20,3,78.0,Sedentary
48,0,8.0,30,2,480.0,Light
20,0,7.3,60,6,2628.0,Very Active
53,1,7.0,30,7,1470.0,Active
25,0,2.5,45,4,450.0,Light
40,1,7.3,45,3,985.5,Moderate
49,0,5.0,45,1,225.0,Sedentary
56,0,4.0,20,6,480.0,Light
62,0,3.8,20,7,532.0,Moderate
44,1,2.0,45,3,270.0,Sedentary
33,1,7.0,45,4,1260.0,Active
31,0,5.5,20,6,660.0,Moderate
74,1,3.3,20,7,462.0,Moderate
39,0,6.0,45,7,1890.0,Very Active
36,1,3.0,60,2,360.0,Light
64,0,7.0,30,2,420.0,Light
55,0,7.0,20,3,420.0,Light
43,0,6.0,45,1,270.0,Sedentary
40,1,1.5,30,3,135.0,Sedentary
62,1,0.9,45,3,121.5,Sedentary
36,1,8.0,45,5,1800.0,Active
42,1,7.0,30,6,1260.0,Active
43,1,5.5,60,6,1980.0,Very Active
41,0,7.0,30,5,1050.0,Moderate
51,1,1.3,60,2,156.0,Sedentary
20,1,3.0,45,2,270.0,Sedentary
45,1,2.5,45,1,112.5,Sedentary
66,1,9.0,60,3,1620.0,Very Active
34,1,1.2,60,2,144.0,Sedentary
33,0,1.3,45,7,409.5,Light
43,1,3.8,60,6,1368.0,Active
44,1,6.0,60,3,1080.0,Moderate
21,0,2.0,30,3,180.0,Sedentary
60,0,8.0,60,6,2880.0,Very Active
74,0,7.0,20,2,280.0,Light
75,0,5.0,60,2,600.0,Moderate
65,1,10.0,20,1,200.0,Sedentary
51,1,2.5,20,5,250.0,Sedentary
25,1,6.0,20,1,120.0,Sedentary
60,0,7.0,20,1,140.0,Sedentary
56,1,9.5,30,1,285.0,Light
31,0,2.0,45,4,360.0,Light
54,1,8.0,60,7,3360.0,Very Active
33,1,3.0,45,3,405.0,Light
31,0,7.0,30,1,210.0,Sedentary
28,0,1.5,45,1,67.5,Sedentary
39,1,1.5,60,4,360.0,Light
19,0,3.5,60,3,630.0,Moderate
46,1,3.0,20,3,180.0,Sedentary
28,1,9.5,60,2,1140.0,Moderate
18,1,10.0,30,1,300.0,Sedentary
54,0,9.5,20,7,1330.0,Active
44,1,1.2,20,6,144.0,Sedentary
58,0,5.5,60,4,1320.0,Active
22,0,6.0,45,1,270.0,Sedentary
47,1,3.0,20,4,240.0,Sedentary
32,1,2.0,60,1,120.0,Sedentary
42,1,1.2,30,7,252.0,Sedentary
36,1,3.0,30,2,180.0,Sedentary
53,0,6.0,30,1,180.0,Sedentary
31,0,7.0,45,2,630.0,Moderate
42,0,3.3,60,7,1386.0,Active
61,0,0.9,30,5,135.0,Sedentary
68,1,3.0,30,4,360.0,Light
44,1,2.0,20,4,160.0,Sedentary
35,0,7.3,30,5,1095.0,Moderate
27,1,3.5,30,3,315.0,Light
34,1,3.5,30,7,735.0,Moderate
69,1,2.0,20,1,40.0,Sedentary
73,1,6.0,30,7,1260.0,Active
73,0,2.5,60,6,900.0,Active
30,0,2.5,60,5,750.0,Moderate
40,0,7.0,30,3,630.0,Moderate
74,0,7.0,60,4,1680.0,Very Active
48,0,7.0,30,2,420.0,Light
51,0,9.0,30,3,810.0,Moderate
35,1,6.0,60,3,1080.0,Moderate
54,1,5.0,45,1,225.0,Sedentary
35,1,2.5,45,1,112.5,Sedentary
51,1,2.5,45,6,675.0,Moderate
67,0,1.5,60,6,540.0,Moderate
72,0,6.0,45,7,1890.0,Very Active
53,1,4.0,30,1,120.0,Sedentary
50,1,3.0,30,3,270.0,Light
59,1,1.2,20,6,144.0,Sedentary
48,0,4.0,30,1,120.0,Sedentary
22,0,5.0,60,5,1500.0,Active
40,0,3.5,45,2,315.0,Light
51,1,8.0,20,7,1120.0,Active
44,0,3.0,45,4,540.0,Light
26,1,7.0,30,2,420.0,Light
60,0,9.0,60,3,1620.0,Very Active
23,0,6.0,20,7,840.0,Moderate
59,1,6.0,45,1,270.0,Light
56,1,10.0,20,7,1400.0,Active
37,0,7.3,30,1,219.0,Sedentary
64,0,3.5,60,2,420.0,Light
43,1,6.0,45,1,270.0,Sedentary
54,1,10.0,60,3,1800.0,Very Active
50,0,2.8,60,5,840.0,Moderate
32,0,1.5,20,6,180.0,Sedentary
34,0,1.5,60,6,540.0,Light
24,0,9.5,60,1,570.0,Light
25,1,6.0,30,5,900.0,Moderate
58,0,5.5,60,4,1320.0,Active
37,0,5.0,20,4,400.0,Light
51,1,3.0,60,1,180.0,Sedentary
55,1,6.0,45,4,1080.0,Active
18,0,2.0,60,3,360.0,Light
47,0,5.5,45,5,1237.5,Active
29,1,2.0,45,6,540.0,Light
65,1,1.5,60,1,90.0,Sedentary
29,0,7.0,45,2,630.0,Moderate
21,1,7.0,45,7,2205.0,Very Active
43,0,7.3,30,3,657.0,Moderate
36,1,3.5,45,4,630.0,Moderate
27,1,8.0,45,4,1440.0,Active
28,0,7.0,20,2,280.0,Sedentary
25,0,2.8,20,6,336.0,Light
73,0,8.0,20,7,1120.0,Active
46,0,8.0,45,5,1800.0,Very Active
37,1,10.0,60,2,1200.0,Active
63,0,7.0,20,4,560.0,Moderate
39,1,4.0,60,6,1440.0,Active
61,0,2.8,60,5,840.0,Moderate
67,0,2.0,20,2,80.0,Sedentary
52,0,1.3,30,1,39.0,Sedentary
38,0,7.0,60,2,840.0,Moderate
27,0,9.5,30,7,1995.0,Active
44,0,5.5,60,2,660.0,Moderate
68,1,0.9,45,6,243.0,Light
