"goal_text","label"
"Need to burn extra kilos safely","loss"
"My aim is to preserve my shape","maintain"
"Trying to build body mass for gym training","gain"
"Need to burn excess weight naturally","loss"
"Planning to cut unwanted fat in a healthy way","loss"
"I am aiming to increase body mass","gain"
"Looking to decrease extra kilos","loss"
"Trying to build healthy weight naturally","gain"
"I want to continue being weight long term","maintain"
"Focus is overall current body long term","maintain"
"My goal is fat loss and excess weight naturally","loss"
"My goal is to remain overall wellness without weight change","maintain"
"Just trying to stay shape without weight change","maintain"
"I am aiming to increase lean muscle","gain"
"Trying to drop waist fat safely","loss"
"Focus is overall physique long term","maintain"
"My goal is fat loss and weight over time","loss"
"Looking to add strength for gym training","gain"
"I want to maintain my shape consistently","maintain"
"My aim is to preserve my health as it is","maintain"
"I want to keep my physique stable as it is","maintain"
"Trying to put on muscle for strength","gain"
"Looking to decrease unwanted fat safely","loss"
"Want to bulk up and gain size","gain"
"I want to lose body fat naturally","loss"
"Trying to drop excess weight safely","loss"
"I want to continue being fitness consistently","maintain"
"My aim is to preserve my current body long term","maintain"
"Want to bulk up and gain body mass","gain"
"I want to grow my overall mass for strength","gain"
"I want to gain muscle naturally","gain"
"Want to bulk up and gain overall mass for gym training","gain"
"Looking to add healthy weight for gym training","gain"
"My goal is to remain current body without weight change","maintain"
"I want to get lean by losing excess weight safely","loss"
"I want to lose belly fat","loss"
"I want to gain overall mass for gym training","gain"
"I want to grow my size naturally","gain"
"My goal is muscle gain and size in a healthy way","gain"
"My aim is to preserve my physique consistently","maintain"
"Want to bulk up and gain weight in a healthy way","gain"
"I want to gain strength naturally","gain"
"Trying to reduce fat naturally","loss"
"I want to continue being body condition as it is","maintain"
"My goal is to remain present fitness level as it is","maintain"
"Trying to build strength for strength","gain"
"I want to maintain my current body as it is","maintain"
"Need to increase weight in a healthy way","gain"
"My aim is to preserve my weight consistently","maintain"
"Looking to decrease belly fat naturally","loss"
"Trying to reduce calories","loss"
"Need to burn belly fat","loss"
"My goal is muscle gain and lean muscle naturally","gain"
"I want to maintain my current body","maintain"
"Trying to reduce excess weight","loss"
"I want to maintain my shape long term","maintain"
"I want to keep my current body stable consistently","maintain"
"Looking to add size","gain"
"I want to grow my body mass","gain"
"Trying to put on muscle mass","gain"
"Need to increase size for strength","gain"
"I am aiming to increase weight in a healthy way","gain"
"My goal is muscle gain and strength naturally","gain"
"My aim is to preserve my present fitness level as it is","maintain"
"I want to continue being fitness without weight change","maintain"
"Trying to drop overall body fat naturally","loss"
"Just trying to stay present fitness level consistently","maintain"
"I want to continue being overall wellness as it is","maintain"
"Planning to cut belly fat","loss"
"I want to slim down by reducing waist fat naturally","loss"
"My goal is fat loss and calories naturally","loss"
"I want to gain size in a healthy way","gain"
"Looking to add muscle naturally","gain"
"Need to increase muscle mass for strength","gain"
"Need to increase muscle mass naturally","gain"
"Trying to reduce overall body fat","loss"
"Planning to cut body fat naturally","loss"
"Need to increase lean muscle in a healthy way","gain"
"Trying to stay in shape","maintain"
"My goal is muscle gain and weight","gain"
"No weight change, just fitness","maintain"
"No weight change, just overall wellness long term","maintain"
"Looking to decrease extra kilos in a healthy way","loss"
"I want to slim down by reducing weight safely","loss"
"I want to grow my overall mass for gym training","gain"
"I want to lose belly fat over time","loss"
"Need to increase weight in a healthy way","gain"
"I want to gain healthy weight for strength","gain"
"I am aiming to increase muscle for strength","gain"
"No weight change, just shape as it is","maintain"
"I want to gain muscle naturally","gain"
"My aim is to preserve my present fitness level long term","maintain"
"Trying to reduce calories in a healthy way","loss"
"I want to get lean by losing overall body fat over time","loss"
"I want to maintain my physique without weight change","maintain"
"I want to maintain my present fitness level","maintain"
"Trying to build muscle mass for gym training","gain"
"Trying to stay in physique without weight change","maintain"
"Trying to reduce calories over time","loss"
"Trying to put on healthy weight in a healthy way","gain"
"Trying to build lean muscle naturally","gain"
"I want to get lean by losing waist fat","loss"
"Trying to stay in shape as it is","maintain"
"Want to bulk up and gain lean muscle naturally","gain"
"Focus is overall physique without weight change","maintain"
"I am aiming to increase size for gym training","gain"
"Need to burn fat naturally","loss"
"I want to maintain my fitness without weight change","maintain"
"I am aiming to increase body mass","gain"
"My goal is to remain health as it is","maintain"
"I want to keep my health stable long term","maintain"
"Trying to drop calories naturally","loss"
"I want to maintain my overall wellness without weight change","maintain"
"Trying to build overall mass","gain"
"I am aiming to lose excess weight safely","loss"
"I want to lose waist fat over time","loss"
"I want to get lean by losing extra kilos in a healthy way","loss"
"I want to grow my strength","gain"
"Trying to build size for gym training","gain"
"Planning to cut body fat","loss"
"I am aiming to increase healthy weight for strength","gain"
"Focus is overall present fitness level consistently","maintain"
"I want to maintain my body condition as it is","maintain"
"I want to maintain my fitness without weight change","maintain"
"I want to gain muscle mass for strength","gain"
"Looking to add healthy weight in a healthy way","gain"
"My aim is to preserve my body condition without weight change","maintain"
"I want to continue being body condition without weight change","maintain"
"Trying to build weight","gain"
"I want to keep my weight stable without weight change","maintain"
"My aim is to preserve my present fitness level long term","maintain"
"I am aiming to increase body mass naturally","gain"
"Looking to decrease overall body fat over time","loss"
"I want to maintain my fitness as it is","maintain"
"My goal is to remain current body as it is","maintain"
"I want to gain body mass for strength","gain"
"Looking to decrease overall body fat over time","loss"
"I want to grow my muscle mass","gain"
"I want to get lean by losing weight","loss"
"Need to increase lean muscle for gym training","gain"
"I want to grow my lean muscle naturally","gain"
"My goal is muscle gain and healthy weight naturally","gain"
"I am aiming to lose body fat in a healthy way","loss"
"Looking to add strength for strength","gain"
"I want to grow my healthy weight for gym training","gain"
"I want to get lean by losing body fat naturally","loss"
"My goal is muscle gain and strength","gain"
"My aim is to preserve my health without weight change","maintain"
"Want to bulk up and gain size for strength","gain"
"I want to slim down by reducing excess weight over time","loss"
"I want to lose unwanted fat safely","loss"
"I am aiming to increase healthy weight naturally","gain"
"My goal is muscle gain and body mass in a healthy way","gain"
"No weight change, just shape as it is","maintain"
"No weight change, just body condition consistently","maintain"
"Focus is overall overall wellness without weight change","maintain"
"I want to lose overall body fat safely","loss"
"Want to bulk up and gain overall mass naturally","gain"
"My goal is to remain fitness long term","maintain"
"I want to continue being physique as it is","maintain"
"Looking to add size for gym training","gain"
"My aim is to preserve my current body consistently","maintain"
"Trying to build lean muscle naturally","gain"
"I want to keep my shape stable consistently","maintain"
"My goal is fat loss and overall body fat","loss"
"Trying to build lean muscle in a healthy way","gain"
"My goal is fat loss and excess weight in a healthy way","loss"
"I want to maintain my overall wellness","maintain"
"I want to keep my present fitness level stable long term","maintain"
"No weight change, just fitness as it is","maintain"
"Trying to reduce extra kilos in a healthy way","loss"
"Looking to add muscle","gain"
"Need to increase muscle in a healthy way","gain"
"Trying to build muscle for gym training","gain"
"Looking to decrease weight naturally","loss"
"Looking to add lean muscle for gym training","gain"
"Focus is overall health as it is","maintain"
"Trying to build lean muscle naturally","gain"
"I want to maintain my current body","maintain"
"I want to lose excess weight naturally","loss"
"Planning to cut calories in a healthy way","loss"
"I want to maintain my body condition","maintain"
"I want to grow my strength naturally","gain"
"Trying to drop overall body fat naturally","loss"
"I want to maintain my health long term","maintain"
"Trying to build muscle mass for gym training","gain"
"Trying to reduce extra kilos safely","loss"
"My goal is to remain overall wellness","maintain"
"My goal is to remain fitness as it is","maintain"
"My aim is to preserve my overall wellness without weight change","maintain"
"Focus is overall overall wellness without weight change","maintain"
"I want to slim down by reducing fat over time","loss"
"Need to burn extra kilos safely","loss"
"I want to grow my body mass for strength","gain"
"Trying to drop overall body fat over time","loss"
"I want to continue being physique long term","maintain"
"I want to grow my healthy weight","gain"
"Trying to reduce extra kilos over time","loss"
"I want to keep my body condition stable long term","maintain"
"Need to burn excess weight in a healthy way","loss"
"I want to lose fat in a healthy way","loss"
"I want to continue being body condition consistently","maintain"
"Need to increase size for gym training","gain"
"No weight change, just fitness consistently","maintain"
"Trying to build weight in a healthy way","gain"
"I want to maintain my present fitness level long term","maintain"
"I am aiming to increase weight","gain"
"I want to gain overall mass for gym training","gain"
"I want to get lean by losing unwanted fat naturally","loss"
"My goal is to remain health","maintain"
"Looking to decrease body fat","loss"
"Trying to stay in present fitness level without weight change","maintain"
"I want to continue being shape long term","maintain"
"I want to keep my overall wellness stable without weight change","maintain"
"I want to continue being shape without weight change","maintain"
"No weight change, just present fitness level without weight change","maintain"
"My goal is fat loss and excess weight over time","loss"
"I want to get lean by losing overall body fat over time","loss"
"I want to keep my shape stable as it is","maintain"
"Trying to put on healthy weight naturally","gain"
"I want to grow my body mass naturally","gain"
"My goal is to remain body condition long term","maintain"
"I want to lose weight naturally","loss"
"Trying to put on overall mass in a healthy way","gain"
"I want to gain muscle mass for strength","gain"
"I want to slim down by reducing weight","loss"
"I want to maintain my current body","maintain"
"Need to burn unwanted fat over time","loss"
"I want to lose body fat naturally","loss"
"I want to grow my strength","gain"
"Looking to decrease unwanted fat","loss"
"I am aiming to lose fat","loss"
"I want to maintain my body condition as it is","maintain"
"Need to increase lean muscle for gym training","gain"
"I want to keep my overall wellness stable","maintain"
"Planning to cut extra kilos safely","loss"
"I want to lose overall body fat","loss"
"Planning to cut excess weight in a healthy way","loss"
"I am aiming to increase strength for gym training","gain"
"Trying to reduce overall body fat safely","loss"
"I want to gain lean muscle in a healthy way","gain"
"Trying to build muscle in a healthy way","gain"
"Trying to stay in fitness consistently","maintain"
"Want to bulk up and gain lean muscle for strength","gain"
"Trying to put on muscle for gym training","gain"
"Looking to decrease fat over time","loss"
"No weight change, just body condition consistently","maintain"
"Trying to reduce waist fat safely","loss"
"Trying to reduce extra kilos naturally","loss"
"Trying to put on healthy weight for strength","gain"
"My aim is to preserve my fitness consistently","maintain"
"Planning to cut body fat safely","loss"
"I want to gain lean muscle in a healthy way","gain"
"I am aiming to lose weight","loss"
"Just trying to stay fitness long term","maintain"
"I want to lose body fat","loss"
"Want to bulk up and gain strength for strength","gain"
"I want to lose fat in a healthy way","loss"
"I am aiming to increase strength for gym training","gain"
"Trying to stay in shape consistently","maintain"
"Trying to stay in physique as it is","maintain"
"Looking to decrease body fat in a healthy way","loss"
"Trying to stay in health long term","maintain"
"Need to increase lean muscle for strength","gain"
"I want to lose fat naturally","loss"
"I want to maintain my current body without weight change","maintain"
"Looking to decrease extra kilos naturally","loss"
"Planning to cut unwanted fat over time","loss"
"My goal is to remain health long term","maintain"
"I want to get lean by losing extra kilos safely","loss"
"I want to lose excess weight safely","loss"
"My goal is muscle gain and overall mass for strength","gain"
"Trying to build strength naturally","gain"
"I want to lose unwanted fat naturally","loss"
"Planning to cut extra kilos safely","loss"
"I want to slim down by reducing weight over time","loss"
"I am aiming to increase overall mass naturally","gain"
"Planning to cut excess weight over time","loss"
"My goal is muscle gain and lean muscle for gym training","gain"
"Trying to build lean muscle","gain"
"My goal is muscle gain and muscle naturally","gain"
"Just trying to stay shape without weight change","maintain"
"Trying to stay in shape as it is","maintain"
"I am aiming to lose fat safely","loss"
"Trying to drop unwanted fat","loss"
"Trying to stay in health without weight change","maintain"
"I want to gain muscle for strength","gain"
"Trying to put on strength","gain"
"I want to maintain my present fitness level without weight change","maintain"
"Trying to drop fat over time","loss"
"Trying to stay in present fitness level without weight change","maintain"
"Want to bulk up and gain body mass","gain"
"My goal is to remain health","maintain"
"Trying to drop unwanted fat in a healthy way","loss"
"Focus is overall present fitness level without weight change","maintain"
"I want to keep my fitness stable without weight change","maintain"
"I want to continue being overall wellness without weight change","maintain"
"Trying to put on muscle mass for strength","gain"
"Planning to cut belly fat in a healthy way","loss"
"I want to maintain my health without weight change","maintain"
"Need to burn overall body fat","loss"
"Need to increase body mass in a healthy way","gain"
"Need to increase lean muscle in a healthy way","gain"
"I want to lose fat safely","loss"
"Trying to put on size naturally","gain"
"I want to get lean by losing belly fat","loss"
"Trying to stay in physique consistently","maintain"
"I want to continue being present fitness level as it is","maintain"
"I want to get lean by losing fat naturally","loss"
"My goal is to remain health long term","maintain"
"Need to burn body fat safely","loss"
"Looking to decrease weight","loss"
"My goal is muscle gain and muscle mass for strength","gain"
"Planning to cut fat safely","loss"
"I want to slim down by reducing excess weight in a healthy way","loss"
"I am aiming to lose excess weight","loss"
"Want to bulk up and gain muscle for gym training","gain"
"Need to burn calories in a healthy way","loss"
"I want to grow my muscle mass","gain"
"Trying to reduce overall body fat naturally","loss"
"Want to bulk up and gain body mass for strength","gain"
"I am aiming to increase strength naturally","gain"
"I am aiming to lose overall body fat over time","loss"
"Looking to decrease overall body fat naturally","loss"
"Want to bulk up and gain weight for strength","gain"
"I want to maintain my fitness long term","maintain"
"Need to increase lean muscle naturally","gain"
"Need to burn fat naturally","loss"
"I am aiming to increase strength for strength","gain"
"Just trying to stay body condition consistently","maintain"
"Planning to cut calories","loss"
"I want to keep my weight stable without weight change","maintain"
"I want to get lean by losing belly fat safely","loss"
"My aim is to preserve my fitness as it is","maintain"
"Trying to build muscle in a healthy way","gain"
"Looking to add muscle in a healthy way","gain"
"No weight change, just body condition as it is","maintain"
"I want to get lean by losing belly fat in a healthy way","loss"
"Trying to drop excess weight safely","loss"
"Need to burn weight naturally","loss"
"Trying to put on body mass","gain"
"My goal is to remain present fitness level without weight change","maintain"
"I want to continue being weight","maintain"
"I want to keep my fitness stable consistently","maintain"
"Trying to build healthy weight in a healthy way","gain"
"Focus is overall current body as it is","maintain"
"Trying to reduce weight over time","loss"
"Trying to stay in present fitness level as it is","maintain"
"Need to increase muscle naturally","gain"
"Need to increase overall mass for gym training","gain"
"Trying to build body mass for gym training","gain"
"Trying to build lean muscle naturally","gain"
"My goal is to remain fitness","maintain"
"Trying to stay in health","maintain"
"My goal is muscle gain and weight for strength","gain"
"I want to continue being body condition","maintain"
"I want to continue being present fitness level","maintain"
"Focus is overall physique","maintain"
"Focus is overall fitness","maintain"
"I want to get lean by losing fat in a healthy way","loss"
"My goal is muscle gain and lean muscle in a healthy way","gain"
"Trying to stay in shape long term","maintain"
"Trying to put on muscle mass","gain"
"Trying to build weight for gym training","gain"
"Looking to add muscle for strength","gain"
"Planning to cut unwanted fat in a healthy way","loss"
"I want to get lean by losing weight in a healthy way","loss"
"I am aiming to lose body fat naturally","loss"
"No weight change, just body condition consistently","maintain"
"Trying to put on overall mass for strength","gain"
"Trying to drop unwanted fat over time","loss"
"I want to grow my lean muscle for strength","gain"
"Looking to decrease overall body fat","loss"
"I am aiming to lose waist fat safely","loss"
"Trying to build muscle naturally","gain"
"Trying to reduce fat in a healthy way","loss"
"Looking to decrease waist fat over time","loss"
"I want to continue being physique as it is","maintain"
"Trying to stay in weight long term","maintain"
"My goal is muscle gain and body mass","gain"
"I want to gain healthy weight","gain"
"Planning to cut calories","loss"
"Trying to drop unwanted fat in a healthy way","loss"
"No weight change, just body condition long term","maintain"
"Trying to stay in fitness","maintain"
"Trying to put on overall mass in a healthy way","gain"
"Trying to reduce fat over time","loss"
"I am aiming to lose waist fat","loss"
"I want to maintain my physique as it is","maintain"
"No weight change, just shape","maintain"
"I want to grow my strength in a healthy way","gain"
"My goal is fat loss and body fat in a healthy way","loss"
"Trying to drop calories safely","loss"
"No weight change, just current body as it is","maintain"
"Focus is overall weight long term","maintain"
"I am aiming to increase healthy weight","gain"
"My aim is to preserve my present fitness level","maintain"
"I want to slim down by reducing waist fat over time","loss"
"My goal is fat loss and overall body fat naturally","loss"
"My goal is to remain weight consistently","maintain"
"Planning to cut body fat naturally","loss"
"I am aiming to increase strength in a healthy way","gain"
"I want to get lean by losing belly fat in a healthy way","loss"
"My goal is fat loss and weight safely","loss"
"Trying to put on body mass for gym training","gain"
"Trying to stay in health consistently","maintain"
"Looking to add body mass for gym training","gain"
"Planning to cut fat in a healthy way","loss"
"Just trying to stay present fitness level consistently","maintain"
"I want to slim down by reducing belly fat naturally","loss"
"My goal is muscle gain and lean muscle","gain"
"I am aiming to lose belly fat over time","loss"
"I want to lose overall body fat over time","loss"
"Trying to stay in present fitness level without weight change","maintain"
"Want to bulk up and gain weight for strength","gain"
"Just trying to stay body condition","maintain"
"I want to keep my overall wellness stable as it is","maintain"
"I am aiming to lose excess weight in a healthy way","loss"
"My aim is to preserve my physique long term","maintain"
"I want to lose overall body fat over time","loss"
"Trying to drop belly fat over time","loss"
"Planning to cut body fat","loss"
"Need to burn excess weight safely","loss"
"I want to gain size in a healthy way","gain"
"I want to grow my lean muscle for strength","gain"
"My goal is muscle gain and weight","gain"
"My goal is muscle gain and muscle naturally","gain"
"I want to get lean by losing calories","loss"
"I want to get lean by losing fat safely","loss"
"Planning to cut unwanted fat naturally","loss"
"I am aiming to increase overall mass naturally","gain"
"Trying to reduce excess weight in a healthy way","loss"
"Trying to put on strength in a healthy way","gain"
"I want to get lean by losing unwanted fat naturally","loss"
"I want to grow my healthy weight for strength","gain"
"My goal is muscle gain and overall mass for strength","gain"
"I want to grow my size","gain"
"I am aiming to increase muscle mass in a healthy way","gain"
"I want to slim down by reducing waist fat","loss"
"My goal is to remain present fitness level as it is","maintain"
"Need to increase size in a healthy way","gain"
"I want to gain weight in a healthy way","gain"
"Planning to cut calories over time","loss"
"I am aiming to increase healthy weight for strength","gain"
"My goal is to remain body condition as it is","maintain"
"Focus is overall overall wellness consistently","maintain"
"Need to increase muscle for gym training","gain"
"I want to continue being current body as it is","maintain"
"I want to get lean by losing excess weight in a healthy way","loss"
"Focus is overall shape as it is","maintain"
"Trying to drop body fat naturally","loss"
"My goal is fat loss and excess weight safely","loss"
"Trying to stay in fitness as it is","maintain"
"I want to keep my body condition stable without weight change","maintain"
"Want to bulk up and gain size","gain"
"I want to lose body fat safely","loss"
"Want to bulk up and gain body mass for gym training","gain"
"Need to burn extra kilos naturally","loss"
"I want to lose calories naturally","loss"
"I want to lose extra kilos safely","loss"
"Need to burn overall body fat naturally","loss"
"Planning to cut body fat in a healthy way","loss"
"Looking to add weight for strength","gain"
"I want to keep my overall wellness stable long term","maintain"
"No weight change, just present fitness level without weight change","maintain"
"Trying to put on lean muscle for gym training","gain"
"I want to continue being physique long term","maintain"
"Looking to add overall mass for strength","gain"
"Need to burn unwanted fat","loss"
"I want to maintain my physique consistently","maintain"
"I am aiming to increase muscle mass","gain"
"I want to slim down by reducing unwanted fat naturally","loss"
"Looking to decrease body fat over time","loss"
"Want to bulk up and gain size for gym training","gain"
"I want to slim down by reducing excess weight","loss"
"Trying to put on muscle in a healthy way","gain"
"My goal is to remain fitness as it is","maintain"
"Planning to cut excess weight in a healthy way","loss"
"Planning to cut fat over time","loss"
"Planning to cut weight in a healthy way","loss"
"My aim is to preserve my present fitness level","maintain"
"I want to grow my muscle for strength","gain"
"I want to gain overall mass in a healthy way","gain"
"I am aiming to increase size for gym training","gain"
"I am aiming to lose extra kilos naturally","loss"
"I want to get lean by losing calories over time","loss"
"I want to slim down by reducing extra kilos over time","loss"
"Focus is overall shape consistently","maintain"
"My aim is to preserve my shape","maintain"
"My goal is to remain present fitness level consistently","maintain"
"My goal is to remain weight as it is","maintain"
"Focus is overall body condition consistently","maintain"
"I want to maintain my body condition without weight change","maintain"
"Looking to decrease body fat in a healthy way","loss"
"Trying to drop calories naturally","loss"
"No weight change, just fitness consistently","maintain"
"My goal is muscle gain and lean muscle naturally","gain"
"I am aiming to increase strength for gym training","gain"
"My goal is to remain weight long term","maintain"
"My aim is to preserve my overall wellness","maintain"
"Focus is overall physique long term","maintain"
"Just trying to stay body condition long term","maintain"
"Just trying to stay current body consistently","maintain"
"Just trying to stay weight long term","maintain"
"No weight change, just weight as it is","maintain"
"Focus is overall shape consistently","maintain"
"No weight change, just present fitness level without weight change","maintain"
"My goal is fat loss and calories safely","loss"
"I am aiming to increase muscle","gain"
"I want to keep my fitness stable consistently","maintain"
"Just trying to stay physique","maintain"
"Just trying to stay overall wellness long term","maintain"
"Need to increase muscle","gain"
"My goal is to remain weight","maintain"
"My goal is fat loss and weight over time","loss"
"I want to maintain my overall wellness as it is","maintain"
"Trying to put on weight for gym training","gain"
"Need to increase body mass naturally","gain"
"Trying to reduce belly fat safely","loss"
"Need to increase overall mass naturally","gain"
"Planning to cut weight naturally","loss"
"Trying to drop fat naturally","loss"
"My goal is fat loss and fat safely","loss"
"Want to bulk up and gain lean muscle for strength","gain"
"No weight change, just body condition consistently","maintain"
"I am aiming to increase lean muscle for strength","gain"
"I want to maintain my fitness without weight change","maintain"
"Need to increase size","gain"
"I want to keep my health stable consistently","maintain"
"Want to bulk up and gain strength","gain"
"I am aiming to lose belly fat in a healthy way","loss"
"Trying to put on weight","gain"
"Focus is overall weight consistently","maintain"
"Focus is overall body condition consistently","maintain"
"Trying to build weight for gym training","gain"
"I want to grow my muscle in a healthy way","gain"
"Looking to decrease unwanted fat safely","loss"
"I want to maintain my overall wellness consistently","maintain"
"I want to gain size naturally","gain"
"My goal is muscle gain and lean muscle for gym training","gain"
"Trying to stay in weight","maintain"
"Just trying to stay body condition consistently","maintain"
"I want to maintain my current body","maintain"
"Focus is overall body condition without weight change","maintain"
"No weight change, just physique","maintain"
"I want to lose waist fat naturally","loss"
"I want to continue being shape long term","maintain"
"Trying to drop waist fat safely","loss"
"Need to burn fat naturally","loss"
"No weight change, just health without weight change","maintain"
"Trying to build size for gym training","gain"
"Trying to drop belly fat safely","loss"
"My goal is to remain health long term","maintain"
"Looking to add body mass naturally","gain"
"I want to maintain my fitness consistently","maintain"
"Trying to drop calories over time","loss"
"I want to grow my size for strength","gain"
"No weight change, just fitness","maintain"
"Looking to decrease unwanted fat naturally","loss"
"Need to increase muscle in a healthy way","gain"
"My goal is fat loss and belly fat safely","loss"
"I want to gain body mass","gain"
"Need to burn excess weight in a healthy way","loss"
"Want to bulk up and gain weight in a healthy way","gain"
"My goal is muscle gain and muscle for gym training","gain"
"My goal is muscle gain and lean muscle in a healthy way","gain"
"Just trying to stay health long term","maintain"
"My aim is to preserve my health without weight change","maintain"
"My goal is muscle gain and lean muscle for strength","gain"
"Trying to reduce overall body fat safely","loss"
"Trying to stay in current body long term","maintain"
"Trying to put on lean muscle","gain"
"My goal is muscle gain and healthy weight","gain"
"No weight change, just overall wellness consistently","maintain"
"I am aiming to increase body mass in a healthy way","gain"
"Just trying to stay current body consistently","maintain"
"Looking to decrease calories","loss"
"Need to increase lean muscle in a healthy way","gain"
"I am aiming to lose belly fat over time","loss"
"Need to burn body fat in a healthy way","loss"
"No weight change, just health as it is","maintain"
"Trying to drop overall body fat in a healthy way","loss"
"Looking to add overall mass for gym training","gain"
"Trying to reduce extra kilos","loss"
"Need to increase strength","gain"
"I want to lose body fat naturally","loss"
"I want to grow my body mass","gain"
"My goal is fat loss and extra kilos over time","loss"
"No weight change, just current body as it is","maintain"
"My goal is fat loss and fat naturally","loss"
"I want to keep my fitness stable without weight change","maintain"
"I want to keep my physique stable without weight change","maintain"
"My goal is muscle gain and size in a healthy way","gain"
"I want to maintain my physique","maintain"
"No weight change, just overall wellness as it is","maintain"
"Need to burn excess weight safely","loss"
"Trying to stay in physique as it is","maintain"
"I am aiming to increase weight for gym training","gain"
"I want to continue being current body","maintain"
"Trying to stay in weight consistently","maintain"
"Planning to cut weight in a healthy way","loss"
"I want to continue being shape long term","maintain"
"I want to continue being shape consistently","maintain"
"I want to gain healthy weight naturally","gain"
"Want to bulk up and gain strength for gym training","gain"
"Need to burn body fat over time","loss"
"I want to grow my body mass for strength","gain"
"Need to increase strength naturally","gain"
"I want to slim down by reducing unwanted fat in a healthy way","loss"
"My goal is to remain present fitness level without weight change","maintain"
"Trying to stay in current body consistently","maintain"
"I want to maintain my weight long term","maintain"
"Trying to build muscle for gym training","gain"
"Focus is overall overall wellness as it is","maintain"
"Trying to build strength for strength","gain"
"Trying to reduce excess weight in a healthy way","loss"
"I want to lose waist fat over time","loss"
"Trying to build weight for gym training","gain"
"I want to continue being current body","maintain"
"My goal is to remain fitness long term","maintain"
"Focus is overall present fitness level consistently","maintain"
"My goal is muscle gain and size","gain"
"My goal is muscle gain and strength naturally","gain"
"Just trying to stay fitness consistently","maintain"
"Trying to put on body mass","gain"
"My goal is muscle gain and muscle mass for gym training","gain"
"Want to bulk up and gain strength for strength","gain"
"My goal is muscle gain and weight naturally","gain"
"Trying to drop calories","loss"
"Trying to build muscle mass in a healthy way","gain"
"Looking to decrease body fat","loss"
"Trying to reduce excess weight over time","loss"
"Trying to build lean muscle for strength","gain"
"I am aiming to lose excess weight","loss"
"Looking to decrease weight naturally","loss"
"Need to increase weight for gym training","gain"
"Just trying to stay current body","maintain"
"Trying to stay in body condition long term","maintain"
"I want to grow my weight","gain"
"No weight change, just overall wellness without weight change","maintain"
"I want to gain overall mass","gain"
"I want to continue being health without weight change","maintain"
"I want to get lean by losing belly fat in a healthy way","loss"
"I am aiming to increase muscle mass for gym training","gain"
"Just trying to stay weight consistently","maintain"
"Trying to put on size for gym training","gain"
"My goal is muscle gain and muscle in a healthy way","gain"
"I want to get lean by losing body fat","loss"
"Just trying to stay fitness","maintain"
"I want to gain weight naturally","gain"
"My goal is muscle gain and lean muscle for strength","gain"
"Trying to put on lean muscle for gym training","gain"
"No weight change, just physique without weight change","maintain"
"Trying to drop fat over time","loss"
"Looking to add muscle in a healthy way","gain"
"My goal is to remain physique consistently","maintain"
"Looking to decrease overall body fat naturally","loss"
"My aim is to preserve my current body as it is","maintain"
"My goal is fat loss and waist fat safely","loss"
"Trying to drop overall body fat naturally","loss"
"Need to increase body mass naturally","gain"
"No weight change, just physique long term","maintain"
"Trying to put on muscle for gym training","gain"
"I want to get lean by losing unwanted fat over time","loss"
"Just trying to stay present fitness level as it is","maintain"
"I want to maintain my health without weight change","maintain"
"Trying to drop waist fat","loss"
"Need to increase overall mass in a healthy way","gain"
"I want to keep my health stable without weight change","maintain"
"Trying to stay in fitness as it is","maintain"
"I am aiming to lose unwanted fat naturally","loss"
"Just trying to stay physique as it is","maintain"
"Planning to cut unwanted fat over time","loss"
"No weight change, just present fitness level","maintain"
"I want to keep my weight stable without weight change","maintain"
"I am aiming to lose belly fat safely","loss"
"Trying to build lean muscle in a healthy way","gain"
"My goal is fat loss and overall body fat naturally","loss"
"My goal is muscle gain and body mass naturally","gain"
"Trying to drop waist fat over time","loss"
"Trying to put on lean muscle","gain"
"Trying to reduce excess weight in a healthy way","loss"
"I am aiming to lose belly fat naturally","loss"
"I am aiming to lose unwanted fat safely","loss"
"Need to burn excess weight","loss"
"Need to increase muscle for gym training","gain"
"Looking to add healthy weight in a healthy way","gain"
"I want to continue being health without weight change","maintain"
"Trying to stay in shape","maintain"
"Trying to build size in a healthy way","gain"
"I want to lose fat over time","loss"
"I want to continue being overall wellness consistently","maintain"
"Focus is overall health consistently","maintain"
"I want to gain strength for gym training","gain"
"I want to get lean by losing overall body fat","loss"
"Trying to stay in health without weight change","maintain"
"My goal is muscle gain and weight for strength","gain"
"Trying to reduce weight naturally","loss"
"Looking to add muscle in a healthy way","gain"
"My goal is muscle gain and lean muscle for strength","gain"
"I want to continue being body condition without weight change","maintain"
"Trying to build lean muscle in a healthy way","gain"
"Trying to put on body mass for gym training","gain"
"Trying to build lean muscle in a healthy way","gain"
"Looking to decrease weight safely","loss"
"My goal is fat loss and calories in a healthy way","loss"
"I want to maintain my fitness long term","maintain"
"Want to bulk up and gain size for strength","gain"
"Want to bulk up and gain healthy weight for gym training","gain"
"I want to get lean by losing body fat in a healthy way","loss"
"I am aiming to lose overall body fat in a healthy way","loss"
"Want to bulk up and gain strength naturally","gain"
"Trying to build body mass naturally","gain"
"I want to keep my overall wellness stable as it is","maintain"
"Trying to stay in present fitness level without weight change","maintain"
"My goal is fat loss and unwanted fat naturally","loss"
"My goal is fat loss and extra kilos over time","loss"
"Trying to reduce waist fat in a healthy way","loss"
"My goal is muscle gain and healthy weight in a healthy way","gain"
"Looking to add healthy weight in a healthy way","gain"
"I want to gain body mass","gain"
"Want to bulk up and gain healthy weight in a healthy way","gain"
